Year,Driver,WINS,Avg Start,Avg Mid Race,Avg Finish,Avg Pos,Pass Diff,GF passes,GF passed,Quality Passes,% Quality Passes,# Fast laps,Laps Top 15,% Laps Top 15,Laps Lead,% Laps Lead,Total Laps,Driver Rating,Points,Car
2009,Kurt Busch,2,13.4,10.9,12.8,10.5,227,2677,2450,1827,68.2,570,8245,79.8,738,7.1,10334,101.2,6446,Chevrolet
2009,Denny Hamlin,4,14.4,8.6,13.2,11.5,248,2347,2099,1702,72.5,616,7929,79,1380,13.8,10031,102.4,6335,Toyota
2009,Tony Stewart,4,12.3,10.8,10.4,11.7,400,2625,2225,1446,55.1,357,7217,68.9,414,4,10468,99.4,6309,Chevrolet
2009,Greg Biffle,0,13.9,13.9,14,14.7,-274,2688,2962,1213,45.1,439,6008,58.7,551,5.4,10241,88.3,6292,Ford
2009,Juan Pablo Montoya,0,12.8,14.8,14.3,13.9,259,3192,2933,1966,61.6,400,6791,65.7,388,3.8,10336,92.9,6252,Chevrolet
2009,Ryan Newman,0,14.3,17.2,14.7,16.5,41,2900,2859,1201,41.4,125,5937,56.7,214,2,10468,82.1,6175,Ford
2009,Carl Edwards,0,19.7,13.8,15.1,15.5,237,2715,2478,1507,55.5,246,5976,58.5,164,1.6,10218,87.3,6118,Toyota
2009,Brian Vickers,1,14.8,17.6,17.3,16.8,125,2976,2851,1522,51.1,201,4848,47.8,101,1,10135,82.3,5929,Toyota
2009,Kyle Busch,4,12.3,12.6,15.4,12.4,141,2660,2519,1558,58.6,398,7352,71.6,1157,11.3,10272,97.8,4457,Toyota
2009,Matt Kenseth,2,21.4,14.9,15.4,16.4,32,3203,3171,1787,55.8,171,5014,49.8,245,2.4,10070,83.2,4389,Chevrolet
2009,Clint Bowyer,0,16.6,16,14.9,16.2,105,2705,2600,1255,46.4,129,6184,60.9,41,0.4,10157,83.5,4359,Ford
2009,David Reutimann,1,15.9,16.5,16.4,15.7,155,3152,2997,1371,43.5,179,6132,58.9,101,1,10408,81.6,4221,Toyota
2009,Jeff Burton,0,24.8,16.4,18,18.1,149,3192,3043,1445,45.3,191,4891,47.1,96,0.9,10382,76.8,4022,Chevrolet
2009,Marcos Ambrose,0,19.3,20.9,19.6,20.8,-76,3101,3177,1032,33.3,185,3504,34.6,19,0.2,10130,70.9,3830,Toyota
2009,Kevin Harvick,0,20.9,19.3,19.9,18.8,193,2708,2515,1157,42.7,173,5022,49.1,159,1.6,10237,75.7,3796,Ford
2009,Joey Logano,1,20.5,22.4,20,22.2,110,3317,3207,1096,33,56,2402,24,36,0.4,9997,67.7,3791,Ford
2009,Casey Mears,0,26.1,23.6,19.8,22.8,44,3240,3196,1194,36.9,32,2484,24.1,24,0.2,10323,65.6,3759,Chevrolet
2009,Jamie McMurray,1,22.6,23.5,21.4,21.9,73,2716,2643,831,30.6,76,3182,31.6,33,0.3,10077,70.3,3604,Chevrolet
2009,Martin Truex Jr.,0,16.4,18.3,21.9,17.8,-100,3099,3199,1208,39,186,4690,46.3,184,1.8,10133,76.3,3503,Toyota
2009,AJ Allmendinger,0,22.8,24.4,22.4,23.2,97,2591,2494,710,27.4,90,2581,25.3,0,0,10208,66.6,3476,Chevrolet
2009,Dale Earnhardt Jr.,0,22.2,17.3,23.3,18.4,211,3186,2975,1539,48.3,236,4678,46.1,146,1.4,10141,76.3,3422,Chevrolet
2009,Elliott Sadler,0,28.7,27.2,23.9,26.5,-245,2993,3238,750,25.1,52,1109,11,49,0.5,10122,55.5,3350,Ford
2009,David Ragan,0,26.9,21.1,24.4,22.9,-166,3288,3454,1231,37.4,24,1788,18,4,0,9919,63,3252,Ford
2009,Reed Sorenson,0,26.3,26.1,25.3,26.1,-36,2693,2729,395,14.7,66,1137,11.6,5,0.1,9823,56.7,3147,Chevrolet
2009,Bobby Labonte,0,26.4,27.1,25.7,26.8,-63,2761,2824,435,15.8,37,1059,11.2,15,0.2,9481,55.8,3128,Chevrolet
2009,Paul Menard,0,31,27.5,26.9,27.7,-144,2418,2562,365,15.1,36,968,9.6,7,0.1,10113,50.6,2979,Ford
2009,David Stremme,0,24.7,22.5,25,23,-30,3317,3347,888,26.8,55,1915,20.6,14,0.2,9281,63,2919,Chevrolet
2009,Michael Waltrip,0,30.5,29.9,27.1,29.6,-28,2651,2679,500,18.9,58,611,6.6,23,0.2,9233,49.7,2839,Toyota
2009,Robby Gordon,0,30.1,28.1,28.5,29,24,2625,2601,433,16.5,75,395,4.5,10,0.1,8714,51.5,2699,Toyota
2009,Scott Speed,0,23.7,30.4,29,29.4,-414,2377,2791,281,11.8,43,398,4.2,19,0.2,9439,47.1,2690,Toyota
2009,John Andretti,0,36.5,32.5,29.3,32.8,-134,1829,1963,117,6.4,24,168,1.7,9,0.1,9630,39.6,2597,Chevrolet
2009,David Gilliland,0,29,33.4,33.9,32.8,-158,1270,1428,157,12.4,41,488,8.1,5,0.1,6011,45,1928,Ford
2009,Brad Keselowski,1,23.3,24.2,21.5,23.3,107,1954,1847,745,38.1,35,1019,25.8,9,0.2,3942,64.1,1528,Ford
2009,Regan Smith,0,30.4,28.2,27.7,29.2,-104,1529,1633,236,15.4,33,231,4.9,0,0,4720,48.5,1440,Chevrolet
2009,Joe Nemechek,0,30.5,39.5,39.5,39.1,-324,632,956,199,31.5,32,129,6.2,2,0.1,2093,32.4,1342,Chevrolet
2009,Dave Blaney,0,31.6,41.3,41.1,40.6,-199,276,475,17,6.2,2,53,4.7,3,0.3,1130,30.8,1204,Ford
2009,Bill Elliott,0,21.8,26.6,23.9,25.8,-61,837,898,103,12.3,14,260,8.9,0,0,2911,56.6,1095,Ford
2009,Max Papis,0,33.3,33.3,31.1,33.3,-88,682,770,112,16.4,4,167,4.8,0,0,3470,39.9,1047,Toyota
2009,Mike Bliss,0,25.2,39,39.5,38.5,-224,208,432,23,11.1,4,75,6.3,0,0,1183,33.4,577,Toyota
2009,Tony Raines,0,41,40.8,39.8,40.7,-21,74,95,0,0,0,2,0.2,0,0,1037,28.2,528,Chevrolet
2009,Aric Almirola,0,30.1,31.3,32.4,32.5,0,462,462,31,6.7,21,39,1.6,0,0,2473,43.6,527,Ford
2009,Erik Darnell,0,37,34.9,31.9,33.5,13,411,398,24,5.8,19,6,0.3,0,0,1936,40.4,472,Ford
2009,Scott Riggs,0,33.8,37.5,35.9,35.9,-60,337,397,52,15.4,8,29,1.8,3,0.2,1582,39.7,448,Chevrolet
2009,Travis Kvapil,0,28.3,35.8,33.3,33.3,-64,219,283,8,3.7,3,78,6.8,0,0,1146,46.9,378,Ford
2009,Patrick Carpentier,0,36.3,36.7,34.8,35.2,-36,156,192,43,27.6,9,50,17.1,0,0,293,41,351,Ford
2009,Terry Labonte,0,39.5,37.2,35.8,37.2,-29,215,244,21,9.8,1,10,0.9,1,0.1,1115,32.5,338,Toyota
2009,Michael McDowell,0,38.1,40.5,40.8,40.3,-41,86,127,0,0,0,0,0,0,0,375,29.8,326,Ford
2009,Sterling Marlin,0,39.6,39,39.3,38.9,-38,63,101,0,0,11,5,0.7,0,0,716,30.8,316,Chevrolet
2009,Jeremy Mayfield,0,32.8,35.8,35.8,35.2,-78,318,396,24,7.5,16,19,1.4,2,0.1,1362,37.8,288,Chevrolet
2009,Mike Skinner,0,35.6,40.8,41,40.5,-32,32,64,0,0,0,2,1.1,0,0,185,27.5,200,Chevrolet
2009,Andy Lally,0,15,20,27,24.4,6,38,32,6,15.8,0,4,4.4,0,0,90,54,82,Chevrolet
2008,Jimmie Johnson,7,8.5,11.6,10.5,10.1,124,2157,2033,1379,63.9,937,8360,78.5,1959,18.4,10643,107.3,6684,Chevrolet
2008,Carl Edwards,9,12.3,10.3,9.5,10.3,300,2118,1818,1352,63.8,1091,8426,79.5,1282,12.1,10603,108.6,6615,Toyota
2008,Greg Biffle,2,13.8,12.9,12.9,13.2,-139,2418,2557,1338,55.3,501,7582,72.5,465,4.4,10456,93.4,6467,Ford
2008,Kevin Harvick,0,17.6,14,12.4,13.8,350,2912,2562,1443,49.6,260,7399,70.3,192,1.8,10525,91,6408,Ford
2008,Clint Bowyer,1,20.8,15.2,14.1,16.6,178,2691,2513,1073,39.9,241,6264,58.8,188,1.8,10655,82.8,6381,Ford
2008,Jeff Burton,2,20.8,13.3,12.5,13.7,375,3031,2656,1605,53,169,7445,71.7,140,1.3,10388,89.2,6335,Chevrolet
2008,Jeff Gordon,0,10.7,12,14.5,12,133,2198,2065,1454,66.2,394,8259,80.4,447,4.4,10269,95.8,6316,Chevrolet
2008,Denny Hamlin,1,15.3,11.3,15.4,13.6,298,2645,2347,1669,63.1,531,7440,73.4,766,7.6,10139,94.4,6214,Toyota
2008,Tony Stewart,1,17.1,13,14.9,13.2,440,2601,2161,1474,56.7,404,7305,70.7,633,6.1,10333,93.2,6202,Chevrolet
2008,Kyle Busch,8,11.9,11.1,12.5,11.6,193,2516,2323,1627,64.7,707,7779,75.4,1673,16.2,10312,103.9,6186,Toyota
2008,Matt Kenseth,0,16.5,15.4,16.4,15.7,291,2503,2212,1576,63,333,6586,63.8,604,5.9,10322,89,6184,Chevrolet
2008,Dale Earnhardt Jr.,1,10.3,11.4,14.1,11.6,213,2368,2155,1623,68.5,614,7651,72.4,896,8.5,10574,99,6127,Chevrolet
2008,David Ragan,0,17.4,15.3,15.6,16.3,262,3055,2793,1746,57.2,144,5893,55.3,27,0.3,10661,81.8,4299,Ford
2008,Martin Truex Jr.,0,17.1,16.2,18.3,15.8,-192,2607,2799,1304,50,169,6401,63.1,58,0.6,10144,83.3,3839,Toyota
2008,Jamie McMurray,0,20.1,18.6,20.1,19,98,2711,2613,976,36,202,4846,46.8,168,1.6,10344,77,3809,Chevrolet
2008,Ryan Newman,1,16.2,20.4,20.3,19.3,-28,2703,2731,1122,41.5,121,4804,47.2,70,0.7,10184,75.5,3735,Ford
2008,Kurt Busch,1,20.4,21.6,21.9,21,107,2486,2379,975,39.2,144,4122,40.1,164,1.6,10272,73.8,3635,Chevrolet
2008,Brian Vickers,0,21.7,19.6,20.7,18.9,79,2627,2548,1295,49.3,225,3982,39.7,232,2.3,10040,77.2,3580,Toyota
2008,Casey Mears,0,22.3,19.9,22.1,21.2,19,2700,2681,941,34.9,93,3417,34.4,85,0.9,9936,68,3527,Chevrolet
2008,Bobby Labonte,0,24.6,23.8,22.6,24.1,-192,2839,3031,671,23.6,43,1774,16.7,4,0,10617,60.9,3448,Chevrolet
2008,David Reutimann,0,24.5,20.6,23.3,21.9,1,2834,2833,853,30.1,155,3354,32.1,118,1.1,10433,66.7,3397,Toyota
2008,Travis Kvapil,0,26.1,24.9,23.3,25.2,-18,2969,2987,958,32.3,66,1724,16.4,15,0.1,10519,60.4,3384,Ford
2008,Elliott Sadler,0,18.5,23.7,23.7,23.8,-296,2706,3002,986,36.4,57,2547,25.8,21,0.2,9865,65.6,3364,Ford
2008,Juan Pablo Montoya,0,23.3,21.8,23.9,21.2,57,3090,3033,1178,38.1,84,3537,34.3,14,0.1,10316,68,3329,Chevrolet
2008,Paul Menard,0,24.4,24.9,25.4,25.8,-184,2785,2969,706,25.4,23,984,9.5,28,0.3,10383,56.7,3151,Ford
2008,David Gilliland,0,29.8,23.5,26.2,24.9,102,2981,2879,568,19.1,75,1127,11.1,3,0,10108,59.2,3064,Ford
2008,Mark Martin,0,11.5,16.8,13.3,13.8,-96,1479,1575,802,54.2,175,4321,61.5,124,1.8,7023,90,3022,Chevrolet
2008,Michael Waltrip,0,30.5,28,28.2,28.6,-8,2811,2819,509,18.1,96,731,7.1,20,0.2,10329,50.5,2889,Toyota
2008,Dave Blaney,0,26.9,25.8,27.5,26,-129,2408,2537,533,22.1,46,1937,19.4,9,0.1,9984,55.6,2851,Ford
2008,Scott Riggs,0,25.7,28,25.8,27.5,-233,2510,2743,511,20.4,45,920,9.2,16,0.2,10036,56.2,2797,Chevrolet
2008,Reed Sorenson,0,26.6,29,28,27.9,-192,2536,2728,700,27.6,33,1150,11.5,13,0.1,10001,53.2,2795,Chevrolet
2008,Robby Gordon,0,30.9,30.5,29,30.8,33,2522,2489,353,14,58,390,3.9,4,0,9881,48.9,2770,Toyota
2008,Regan Smith,0,25.8,30.1,28.2,29.4,-401,2518,2919,399,15.8,35,962,9.3,2,0,10328,48.6,2672,Chevrolet
2008,AJ Allmendinger,0,25.3,24.2,24.7,24.5,189,1741,1552,466,26.8,49,1809,25.8,9,0.1,7011,64.7,2436,Chevrolet
2008,Joe Nemechek,0,31.2,36,33.7,34.9,-206,1589,1795,255,16,22,194,2.4,2,0,8223,37.7,1989,Chevrolet
2008,Patrick Carpentier,0,25.2,31.3,29.6,31.1,-235,1233,1468,136,11,14,307,4.9,11,0.2,6308,46,1794,Ford
2008,Bill Elliott,0,30,32.4,29,31.8,-120,994,1114,135,13.6,17,369,5.7,1,0,6517,43.8,1528,Ford
2008,Michael McDowell,0,32.4,31,30.2,31.5,-217,1280,1497,147,11.5,23,219,4,3,0.1,5419,44,1466,Ford
2008,Aric Almirola,0,20.6,25.8,24.8,24.9,-61,948,1009,308,32.5,40,1185,33.3,56,1.6,3562,65.1,1075,Ford
2008,Ken Schrader,0,29.8,33.1,31.3,31.9,-61,690,751,87,12.6,27,395,7.7,1,0,5136,43.6,1040,Ford
2008,Kyle Petty,0,34.7,36,34.8,36.9,-160,523,683,21,4,3,22,0.5,0,0,4759,32.1,879,Dodge
2008,Marcos Ambrose,0,29.4,27.1,29.1,28.6,26,579,553,82,14.2,20,180,7.4,0,0,2448,53.7,844,Toyota
2008,Terry Labonte,0,31.1,33.3,27.3,31.7,-69,664,733,99,14.9,6,42,2.1,0,0,1968,44,811,Toyota
2008,Tony Raines,0,28.9,33.3,30.1,32.1,-96,679,775,112,16.5,3,72,2.2,0,0,3289,42,800,Chevrolet
2008,Mike Skinner,0,26.5,34.2,32.1,33,-57,646,703,56,8.7,12,62,1.8,0,0,3525,43.2,734,Chevrolet
2008,Jeremy Mayfield,0,29.8,33.9,30.3,32.9,-77,305,382,20,6.6,10,164,6,0,0,2734,42.9,578,Chevrolet
2008,Sterling Marlin,0,23.9,35.6,33.2,34.4,-107,622,729,67,10.8,3,82,3.6,0,0,2271,38.1,482,Chevrolet
2008,Chad McCumbee,0,37.7,36.8,32.3,36.6,-14,236,250,29,12.3,4,5,0.3,0,0,1807,34.8,396,Dodge
2008,Johnny Sauter,0,37.3,34.9,34.4,34.9,-12,326,338,11,3.4,4,16,0.6,0,0,2614,39.6,387,Chevrolet
2008,Dale Jarrett,0,30.6,29.8,30.2,30,8,337,329,33,9.8,12,18,1.2,3,0.2,1496,46.2,367,Toyota
2008,Scott Speed,0,28.4,33.2,30.6,31.8,-50,227,277,45,19.8,5,104,6.2,2,0.1,1683,41.9,366,Toyota
2008,Brad Keselowski,0,34,29.5,21,29,25,156,131,22,14.1,3,6,1,0,0,598,51,200,Ford
2008,John Andretti,0,33.7,37.7,38.3,36.6,-22,134,156,13,9.7,2,8,1.2,1,0.1,692,31.8,149,Chevrolet
2008,Joey Logano,0,37,41,37,39.2,-11,134,145,7,5.2,0,0,0,0,0,887,29.7,113,Ford
2008,Max Papis,0,35,34,39,33.9,-23,71,94,10,14.1,3,3,1.6,0,0,192,37.6,92,Toyota
2008,David Stremme,0,43,29,28,20.4,26,278,252,118,42.4,2,62,33.2,2,1.1,187,58.4,84,Chevrolet
2008,Mike Bliss,0,38,36,39,37.3,0,14,14,0,0,0,0,0,0,0,455,25.4,46,Toyota
2007,Jimmie Johnson,10,9.8,9.7,10.8,9.3,462,2522,2060,1744,69.2,962,8829,85.6,1290,12.5,10318,110.3,6723,Chevrolet
2007,Jeff Gordon,6,11.3,8,7.3,9.1,272,2493,2221,1711,68.6,675,8809,86,1300,12.7,10240,108.6,6646,Chevrolet
2007,Clint Bowyer,1,17.4,14.3,13.8,15.2,310,2678,2368,1106,41.3,257,6254,59.9,387,3.7,10437,87.4,6377,Ford
2007,Matt Kenseth,2,19.9,10.4,13,12.4,267,2821,2554,1724,61.1,458,7843,76.1,912,8.8,10309,95.9,6298,Chevrolet
2007,Kyle Busch,1,15,12.3,14.1,12.4,500,2692,2192,1753,65.1,426,7680,74.7,637,6.2,10280,97.8,6293,Toyota
2007,Tony Stewart,3,17.6,11.3,13.1,11.7,661,2626,1965,1750,66.6,634,7702,74.4,980,9.5,10349,100.9,6242,Chevrolet
2007,Jeff Burton,1,18.9,14.3,13.8,15.4,392,2875,2483,1702,59.2,230,6464,63.8,79,0.8,10135,87.9,6231,Chevrolet
2007,Kurt Busch,2,13.7,10.2,15.3,11,177,2561,2384,1854,72.4,564,8023,78,885,8.6,10281,99.7,6231,Chevrolet
2007,Carl Edwards,3,16.8,14.7,13.9,14.7,285,2392,2107,1444,60.4,429,7386,74,515,5.2,9976,92.9,6222,Toyota
2007,Kevin Harvick,1,18.4,15.3,15.5,15.5,203,2899,2696,1373,47.4,224,5857,55.9,271,2.6,10481,86.4,6199,Ford
2007,Martin Truex Jr.,1,15.2,12.5,16.4,13.6,276,3079,2803,1643,53.4,499,6933,68.4,581,5.7,10134,90.3,6164,Toyota
2007,Denny Hamlin,1,12.4,12.5,14,12.3,328,2657,2329,1804,67.9,486,7519,74.3,905,8.9,10121,97.1,6143,Toyota
2007,Ryan Newman,0,13.8,14.9,18.6,15.1,-27,2551,2578,1674,65.6,194,6937,70.3,287,2.9,9873,86.5,4046,Ford
2007,Greg Biffle,1,19.3,18.3,18.5,18.7,-64,2519,2583,1164,46.2,202,5409,54.3,78,0.8,9967,76.4,3991,Ford
2007,Casey Mears,1,19,20.8,18.9,20.7,-43,2662,2705,1216,45.7,94,4091,40.3,39,0.4,10157,72.6,3949,Chevrolet
2007,Dale Earnhardt Jr.,0,14.7,13.3,18.6,13.2,68,2703,2635,1562,57.8,560,7794,77.8,433,4.3,10014,93.2,3929,Chevrolet
2007,Jamie McMurray,1,20.8,20.7,22.2,20.5,-23,2735,2758,1014,37.1,85,3862,38.3,69,0.7,10087,72.4,3556,Chevrolet
2007,Bobby Labonte,0,20.2,22.5,22.2,22.3,-31,2543,2574,668,26.3,54,2514,24.9,17,0.2,10109,66.2,3517,Chevrolet
2007,Juan Pablo Montoya,1,21.5,21.3,22.7,21.5,37,2978,2941,1052,35.3,111,3322,32.9,26,0.3,10091,67.7,3487,Chevrolet
2007,Reed Sorenson,0,24.4,23,24.4,23.9,-2,2357,2359,823,34.9,71,2901,31.8,36,0.4,9122,63.9,3275,Chevrolet
2007,David Ragan,0,29.1,26.3,24.5,27.3,-18,2698,2716,699,25.9,80,1518,15.4,3,0,9845,56.1,3251,Ford
2007,David Stremme,0,26,22.6,25.2,24,110,3103,2993,899,29,82,1926,19.5,2,0,9889,61.2,3163,Chevrolet
2007,Elliott Sadler,0,17.3,28.3,25.5,26.4,-451,2421,2872,725,29.9,75,1811,17.9,61,0.6,10103,59.8,3140,Ford
2007,Robby Gordon,0,33.9,29.4,25.8,28.8,-16,2105,2121,331,15.7,105,928,9.6,58,0.6,9656,54.1,3014,Toyota
2007,Mark Martin,0,16.3,16.3,14.5,16.5,-20,1496,1516,754,50.4,91,3697,57.7,67,1,6405,83.1,2960,Chevrolet
2007,David Gilliland,0,27.7,27.8,27.4,27.5,-53,2696,2749,787,29.2,47,1031,10.9,18,0.2,9485,54.5,2924,Ford
2007,Tony Raines,0,27.8,27.6,25.8,26.6,-114,2409,2523,375,15.6,29,1145,11.5,6,0.1,9988,54.6,2920,Chevrolet
2007,Johnny Sauter,0,30.1,29.2,26.9,28.1,-128,2723,2851,679,24.9,66,1250,13.8,5,0.1,9070,52.2,2875,Chevrolet
2007,Dave Blaney,0,21.5,25.3,26.9,23.9,-188,2322,2510,797,34.3,46,2143,24.5,42,0.5,8742,62.8,2781,Ford
2007,Ricky Rudd,0,28.5,26,26.3,25.7,32,2471,2439,717,29,31,1515,17.3,11,0.1,8771,55.2,2622,Ford
2007,Paul Menard,0,29.2,29.4,26.8,29.1,-29,2025,2054,298,14.7,28,436,5.4,3,0,8017,49.4,2496,Ford
2007,Kyle Petty,0,34.1,32.5,28.3,31.8,-137,1559,1696,113,7.2,42,313,3.8,13,0.2,8237,44.5,2312,Dodge
2007,Scott Riggs,0,19.2,29,27.7,28.6,-351,1412,1763,177,12.5,60,965,12.5,0,0,7690,55.3,2135,Chevrolet
2007,Joe Nemechek,0,26.8,31.3,29.2,30.8,-179,1811,1990,325,17.9,27,405,5.9,1,0,6837,47,2117,Chevrolet
2007,Brian Vickers,0,23,25.1,25.1,24.2,-20,1679,1699,598,35.6,89,1603,27.4,106,1.8,5856,64.4,2065,Toyota
2007,David Reutimann,0,25.3,29.3,30.4,29.1,-102,2039,2141,486,23.8,34,604,9.1,3,0,6618,49.8,1878,Toyota
2007,Sterling Marlin,0,28.6,24.3,26.8,26.2,-76,1645,1721,452,27.5,18,900,15.5,18,0.3,5808,57.1,1752,Chevrolet
2007,Dale Jarrett,0,31.9,31.3,32.3,32.7,-168,1025,1193,84,8.2,9,133,2.3,0,0,5771,42,1584,Toyota
2007,Bill Elliott,0,30.3,30.8,28.4,30.5,-192,934,1126,125,13.4,3,184,3.4,5,0.1,5364,44,1579,Ford
2007,AJ Allmendinger,0,28.7,34.8,31.6,34.2,-92,648,740,57,8.8,19,134,2.5,1,0,5373,40,1165,Chevrolet
2007,Michael Waltrip,0,21.6,29.7,25,28.5,-141,889,1030,318,35.8,11,482,12.4,8,0.2,3877,53.6,1149,Toyota
2007,Jeremy Mayfield,0,29.7,33.4,32.1,32.1,-333,1185,1518,164,13.8,25,438,8.9,6,0.1,4917,41.1,1126,Chevrolet
2007,Ken Schrader,0,27.2,27.7,30.7,30.3,-140,650,790,42,6.5,10,450,11.9,3,0.1,3767,45,932,Ford
2007,John Andretti,0,28.9,34,33.7,32.6,-182,633,815,97,15.3,18,163,4.3,2,0.1,3812,41.3,932,Chevrolet
2007,Regan Smith,0,19.3,33.9,30,30.9,-32,622,654,83,13.3,9,61,3.1,1,0.1,1977,49.5,516,Chevrolet
2007,Aric Almirola,0,33.2,34,34.5,33.6,-68,366,434,25,6.8,3,8,0.6,0,0,1357,39.9,357,Ford
2007,Mike Bliss,0,27,31.3,27.3,28.8,4,134,130,20,14.9,9,244,17.9,0,0,1362,52.6,325,Toyota
2007,Patrick Carpentier,0,30.7,32,31.7,33.5,-45,108,153,2,1.9,0,14,2.2,7,1.1,625,44,209,Ford
2007,Terry Labonte,0,35.3,29,31.7,30.3,-50,120,170,5,4.2,0,3,0.9,0,0,349,38.4,204,Toyota
2007,Chad McCumbee,0,38.5,34,33,36.3,11,73,62,9,12.3,0,2,0.8,0,0,240,38.2,128,Dodge
2007,Mike Skinner,0,14,25,24,26.1,-11,61,72,9,14.8,0,6,1.8,0,0,331,52.9,110,Chevrolet
